fid,liansai,Lteam,L进,L失,Rteam,R进,R失,time,平均初盘胜,平均即时胜,平均初盘平,平均即时平,平均初盘负,平均即时负,离散初盘胜,离散即时胜,离散初盘平,离散即时平,离散初盘负,离散即时负,初盘胜,初盘平,初盘负,胜,平,负,平均即时大,平均即时盘口,平均即时小,平均初盘大,平均初盘盘口,平均初盘小,最高即时大,最高即时盘口,最高即时小,最高初盘大,最高初盘盘口,最高初盘小,最低即时大,最低即时盘口,最低即时小,最低初盘大,最低初盘盘口,最低初盘小,赛果
1043673,西甲,巴伦西亚,0.87,1.33,塞维利亚,1.47,1.53,2023-04-17 03:00,2.22,2.09,3.2,3.29,3.35,3.73,18.66,10.12,8.6,6.94,22.41,21.75,1.1,0.89,0.76,0.95,0.95,0.95,1.02,2.31,0.84,1.03,2.31,0.8,0.94,2.5,0.61,0.84,2.5,0.6,1.2,2/2.5,0.95,1.2,2/2.5,0.96,客胜
1044509,意甲,罗马,1.2,0.8,乌迪内斯,1.2,1.33,2023-04-17 02:45,1.77,1.87,3.57,3.25,4.6,4.81,5.91,6.16,13.64,9.43,17.07,19.14,0.94,1.01,0.86,0.95,0.95,0.95,1.08,2.13,0.83,0.9,2.34,0.93,0.9,2.5,0.5,0.74,2.5,0.57,1.5,2,0.96,1.25,2/2.5,1.08,主胜
1042119,德甲,沃尔夫斯堡,1.93,1.33,勒沃库森,2.07,1.27,2023-04-17 01:30,2.71,2.72,3.51,3.57,2.45,2.49,12.46,6.74,13.09,6.67,11.17,8.05,0.95,0.93,0.94,0.95,0.95,0.95,0.85,2.66,1.03,0.87,2.69,0.96,0.59,2.5/3,0.9,0.62,2.5/3,0.8,0.96,2/2.5,1.49,1.02,2.5,1.15,平局
1073071,阿甲,圣菲联合,0.73,1.8,老虎竞技,1.07,1.47,2023-04-17 01:00,2.78,2.41,3.02,3.12,2.54,2.96,15.82,41.83,18.46,12.32,14.09,35.84,1.01,0.92,0.84,0.93,0.93,0.93,0.86,2.25,1,1.05,2.31,0.79,0.33,2.5,0.67,0.88,2.5,0.53,1.1,1.5,1.9,1.35,2/2.5,0.98,平局
1073072,阿甲,萨斯菲尔德,1.47,0.93,巴拉卡斯中央队,1.07,1.4,2023-04-17 01:00,1.52,1.52,3.82,3.74,6.08,6.63,6.34,6.02,21.92,16.52,57.46,46.32,0.93,0.95,0.86,0.93,0.93,0.93,0.99,2.19,0.88,0.97,2.41,0.83,0.38,2.5,0.53,0.79,2.5,0.71,1.3,1.5,1.7,1.09,2/2.5,0.99,平局
1043666,西甲,马德里竞技,1.67,0.47,阿尔梅里亚,1.27,1.8,2023-04-17 00:30,1.27,1.21,5.69,6.84,10.26,12.99,5.64,5.44,22.38,41.32,62.96,125.43,1,0.79,0.74,0.95,0.95,0.95,0.9,3.19,0.99,0.94,2.94,0.91,0.44,3.5,0.69,0.57,3.5,0.52,1.05,2.5,1.63,1.35,2.5,1.35,主胜
1044053,比甲,安特卫普,1.53,0.47,科特赖克,1.33,1.6,2023-04-17 00:30,1.43,1.18,4.5,6.69,6.84,14.17,64.59,16.34,35.76,79.01,101.13,266.74,1.14,0.62,0.44,0.94,0.94,0.94,0.96,3.17,0.91,0.86,2.64,0.95,0.5,3.5,0.6,0.57,2.5/3,0.8,1.2,2.5,1.5,1.09,2.5,1.25,主胜
1044516,意甲,萨索洛,1.47,1.47,尤文图斯,1.73,0.6,2023-04-17 00:00,3.97,3.38,3.49,3.41,1.91,2.17,28.26,34.66,10.21,7.83,4.25,14.04,1.12,0.97,0.84,0.95,0.95,0.95,0.96,2.5,0.89,0.93,2.47,0.89,0.87,2.5,0.8,0.8,2.5,0.73,1.04,2.5,0.93,1.08,2/2.5,1.06,主胜
1045911,俄超,罗斯托夫,1.53,1.33,圣彼得堡泽尼特,1.87,0.67,2023-04-16 23:59,4.85,5.35,4.05,3.96,1.58,1.57,45.97,38.31,13.26,18.27,18.2,16.53,0.85,0.95,0.93,0.93,0.93,0.93,0.96,2.52,0.89,0.88,2.77,0.95,0.78,2.5/3,0.65,0.7,3,0.81,1.05,2.5,0.94,1.05,2.5,1.07,平局
1039393,英超,诺丁汉森林,0.8,1.73,曼彻斯特联,1.8,1.13,2023-04-16 23:30,5.33,4.84,4.06,4.02,1.6,1.68,24.27,20.33,13,10.34,4.5,4.98,1.06,0.95,0.91,0.95,0.95,0.95,0.94,2.69,0.92,0.93,2.69,0.91,0.62,2.5/3,0.82,0.7,2.5/3,0.83,1.07,2.5,1.2,1.03,2.5,1.05,客胜
1073896,瑞典超,哈尔姆斯塔德,0.93,1.27,佐加顿斯,1.6,1.33,2023-04-16 23:30,3.37,3.49,3.35,3.34,2.04,2.04,23.24,16.67,11.25,10.35,24.01,11.59,0.87,0.92,0.95,0.93,0.93,0.92,0.93,2.41,0.9,0.88,2.5,0.91,0.79,2.5,0.7,0.81,2.5,0.83,1.09,2/2.5,1.08,0.93,2.5,1.02,主胜
1087365,罗甲,佩特罗鲁,0.87,1.67,克卢日大学,1.4,1.6,2023-04-16 23:15,2.52,2.79,2.95,2.98,2.78,2.51,24.27,23.11,11.82,9.9,86.46,23.02,0.76,0.9,1.09,0.92,0.92,0.91,0.99,2.11,0.86,0.99,2.05,0.85,0.85,2.5,0.5,0.5,2.5,0.44,1.4,2,0.99,1.63,1.5,1.3,客胜
1041487,法甲,摩纳哥,2.33,1.6,洛里昂,1.07,1.2,2023-04-16 23:05,1.4,1.33,4.92,5.59,6.8,8.35,5.89,4.66,20.5,26.87,35.45,55.69,1,0.85,0.79,0.95,0.95,0.95,0.87,3.19,1,0.93,3,0.92,0.4,3.5,0.7,0.53,3.5,0.54,1.1,2.5,1.65,1.3,2.5,1.3,主胜
1075652,挪超,博德闪耀,2.73,1.53,斯塔贝克,2,0.87,2023-04-16 23:00,1.25,1.26,5.83,5.89,8.97,9.13,11.23,8.8,44.81,49.27,115.16,129.14,0.96,0.86,0.8,0.93,0.93,0.93,0.97,3.17,0.9,0.83,3.19,1.03,0.5,3.5,0.65,0.4,3.5,0.7,1.16,2.5,1.5,1.05,2.5,1.75,主胜
1075653,挪超,海于格松,1.2,1.33,汉坎,0.93,1.87,2023-04-16 23:00,2.01,2,3.44,3.38,3.41,3.57,31.91,9.91,15.5,14.02,62.51,19.24,0.93,0.95,0.89,0.93,0.93,0.93,1.01,2.39,0.83,0.93,2.5,0.87,0.82,2.5,0.61,0.81,2.5,0.79,1.26,2/2.5,1.02,1.07,2.5,0.96,主胜
1075654,挪超,莫尔德,1.8,1.33,罗森博格,2,1.33,2023-04-16 23:00,1.71,1.45,3.79,4.53,4.33,6.19,51.14,13.93,33.91,31.34,41.52,73.59,1.08,0.79,0.68,0.93,0.93,0.93,0.9,2.94,0.96,0.91,2.86,0.92,0.53,3.5,0.56,0.61,3.5,0.51,1.27,2.5,1.3,1.38,2.5,1.15,平局
1075655,挪超,奥德,1.73,1.47,布兰,3.27,0.67,2023-04-16 23:00,4.08,4.23,3.77,3.91,1.74,1.71,35.26,20.3,19.97,18.47,11.55,7.27,0.89,0.9,0.95,0.93,0.93,0.93,0.8,2.69,1.04,0.86,2.69,0.95,0.56,2.5/3,0.91,0.61,2.5/3,0.81,0.91,2.5,1.27,1.03,2.5,1.17,主胜
1075656,挪超,桑纳菲尤尔,1.33,1.4,特罗姆瑟,1.6,1.33,2023-04-16 23:00,2.97,2.94,3.42,3.27,2.21,2.32,80.51,15.07,17.64,19.43,32.76,7.6,0.94,0.97,0.89,0.93,0.93,0.93,0.93,2.34,0.9,0.88,2.56,0.93,0.81,2.5,0.67,0.8,2.5/3,0.77,1.17,2/2.5,1.03,1,2.5,1.03,平局
1040266,荷甲,坎布尔,0.8,2.27,费耶诺德,2.47,1.13,2023-04-16 22:45,6.55,11.73,4.84,6.57,1.41,1.21,100.53,223.93,52.04,52.68,64.54,10.9,0.49,0.68,1.1,0.94,0.94,0.94,0.85,3.34,1.04,0.9,3.19,0.95,0.33,3.5,0.8,0.44,3.5,0.7,0.98,2.5,2,1.05,2.5,1.63,客胜
1043670,西甲,赫塔费,1.2,1.4,巴塞罗那,1.4,0.73,2023-04-16 22:15,6.25,5.49,4.05,3.58,1.52,1.7,95.92,49.66,35.16,12.14,7.12,11.6,1.09,1.08,0.85,0.95,0.95,0.95,1.11,2.31,0.77,0.96,2.48,0.86,1.04,2.5,0.57,0.81,2.5,0.67,1.3,2/2.5,0.85,1.15,2/2.5,1.09,平局
1082647,比乙,RWD莫伦比克,2.13,1.27,华斯兰德,2.33,1.13,2023-04-16 22:00,1.83,1.74,3.63,3.7,3.68,4.01,30.12,7.98,11.56,9.98,74.85,22.65,0.96,0.89,0.84,0.91,0.91,0.91,0.77,2.7,1.04,0.78,2.75,1.01,0.57,2.5/3,0.92,0.53,3,0.78,0.87,2.5,1.25,1,2.5,1.3,平局
1042118,德甲,云达不莱梅,1.53,1.87,弗赖堡,1.2,1.13,2023-04-16 21:30,2.73,2.68,3.49,3.29,2.45,2.68,12.37,12.76,21.27,11,8.54,12.64,0.99,1.01,0.85,0.96,0.94,0.95,0.96,2.31,0.89,0.85,2.56,0.96,0.89,2.5,0.61,0.77,2.5/3,0.85,1.15,2/2.5,0.99,0.93,2.5,1.04,客胜
1039396,英超,西汉姆联,1.47,1.2,阿森纳,2.2,1.27,2023-04-16 21:00,4.89,5.45,3.92,4.19,1.67,1.6,56.22,25.85,17.74,10.65,21.2,4.57,0.8,0.87,1.03,0.96,0.95,0.95,0.91,2.69,0.95,0.85,2.55,0.98,0.63,2.5/3,0.89,0.72,2.5/3,0.81,1.03,2.5,1.13,1.03,2.5,1.08,平局
1041482,法甲,欧塞尔,1.13,1.27,南特,1.07,1.6,2023-04-16 21:00,2.54,2.68,3.08,3,2.89,2.89,8.36,10.48,11.98,9.35,6.65,8.38,0.93,0.95,0.94,0.95,0.95,0.95,1.1,2.14,0.79,1.06,2.31,0.78,0.88,2.5,0.44,0.79,2.5,0.52,1.55,2,0.95,1.35,2/2.5,1.02,主胜
1041483,法甲,布雷斯特,1.27,1.2,尼斯,1.47,0.73,2023-04-16 21:00,3.67,2.64,3.34,3.2,2.04,2.83,49.55,123.17,12.01,8.49,12.08,83.91,1.14,0.98,0.81,0.96,0.96,0.96,0.98,2.31,0.86,0.94,2.33,0.88,0.89,2.5,0.6,0.78,2.5,0.66,1.2,2/2.5,0.99,1.1,2/2.5,1.01,主胜
1044518,意甲,都灵,0.93,1.27,萨勒尼塔纳,1,1.87,2023-04-16 21:00,1.72,1.63,3.56,3.77,4.97,5.78,6.67,8.26,10.45,13.28,21.16,41.58,0.96,0.95,0.87,0.95,0.95,0.95,0.92,2.33,0.94,0.96,2.31,0.87,0.8,2.5,0.67,0.8,2.5,0.58,1.1,2/2.5,1.07,1.22,2/2.5,1.01,平局
1073894,瑞典超,AIK索尔纳,1.2,1.4,哈马比,2.73,1.07,2023-04-16 21:00,2.58,3,3.31,3.23,2.53,2.32,18.47,23.03,12.44,13.03,27.25,10.95,0.82,0.94,1.01,0.93,0.93,0.93,1.09,2.33,0.75,0.87,2.5,0.92,0.98,2.5,0.53,0.77,2.5,0.82,1.3,2/2.5,0.85,0.96,2.5,1,主胜
1040268,荷甲,福伦丹,1.27,1.4,PSV埃因霍温,2.67,1.07,2023-04-16 20:30,8.43,9.37,5.7,6.28,1.28,1.25,164.59,67.3,52.79,30.43,19.53,4.55,0.84,0.86,0.96,0.94,0.94,0.94,0.76,3.38,1.15,0.82,3.33,1.04,0.3,3.5,0.85,0.4,3.5/4,0.7,0.87,2.5,2.2,1.05,2.5,1.8,客胜
1043671,西甲,赫罗纳,1.53,1.47,埃尔切,0.67,1.8,2023-04-16 20:00,1.58,1.44,3.99,4.55,5.5,7.17,9.2,12.38,9.56,26.53,34.14,69.38,0.99,0.89,0.82,0.95,0.95,0.95,0.79,2.69,1.07,0.87,2.5,0.95,0.57,3,0.84,0.79,2.5,0.85,1.1,2.5,1.25,0.94,2.5,1.01,主胜
1041805,德乙,杜塞尔多夫,2.07,1.8,达姆施塔特,1.67,0.8,2023-04-16 19:30,2.33,2.29,3.39,3.42,2.81,2.9,42.6,8.98,13.17,10.45,37.89,10.74,0.95,0.93,0.9,0.93,0.93,0.93,0.87,2.69,0.96,0.89,2.63,0.92,0.62,2.5/3,0.85,0.67,2.5/3,0.74,0.99,2.5,1.15,1.04,2.5,1.06,主胜
1041813,德乙,圣保利,1.6,0.6,不伦瑞克,1.4,1.6,2023-04-16 19:30,1.57,1.61,3.96,3.95,5.21,5.08,11.21,8.6,20.85,11.33,45.87,34.32,0.95,0.91,0.87,0.93,0.93,0.93,0.91,2.67,0.93,0.89,2.63,0.92,0.64,2.5/3,0.85,0.7,2.5/3,0.8,1.04,2.5,1.12,1.05,2.5,1.05,客胜
1041171,苏超,基尔马诺克,0.8,1.67,凯尔特人,3.33,0.53,2023-04-16 19:00,11.69,11.92,6.58,6.45,1.19,1.2,131.31,202.29,33.39,67.36,4.5,5.72,0.81,0.87,0.95,0.93,0.93,0.93,0.86,3.06,1.18,0.85,3.19,1.01,0.13,3.5,0.72,0.4,3.5,0.65,1.02,1.5,4.4,1.1,2.5,1.75,客胜
1041485,法甲,里尔,1.87,1.07,蒙彼利埃,1.4,1.53,2023-04-16 19:00,1.47,1.52,4.54,4.49,6.06,5.79,5.35,5.47,17.31,12.29,47.84,26.68,0.92,0.96,1,0.95,0.95,0.95,0.89,2.83,0.98,0.89,2.84,0.95,0.54,3,0.8,0.54,3,0.8,1.08,2.5,1.3,1.08,2.5,1.3,主胜
1045913,俄超,奥伦堡加索维克,2.33,1.6,莫斯科火车头,1.6,1.2,2023-04-16 19:00,2.2,2.24,3.63,3.69,2.79,2.74,16.38,10.71,17.33,15.92,14.04,14.85,0.91,0.93,0.92,0.92,0.92,0.92,0.97,3.27,0.88,1.03,3.05,0.82,0.9,3.5,0.63,0.92,3.5,0.53,1.13,3/3.5,0.96,1.33,3,0.91,客胜
1044514,意甲,莱切,0.87,1.2,桑普多利亚,0.8,1.6,2023-04-16 18:30,1.99,1.86,3.2,3.33,4.05,4.74,8.72,29.28,10.32,15.95,28.29,117.86,0.96,0.94,0.91,0.95,0.95,0.95,0.98,2.17,0.9,0.99,2.2,0.86,0.79,2.5,0.53,0.71,2.5,0.53,1.3,2,1.12,1.3,2,1.06,平局
1040799,荷乙,海牙,1.4,1.27,阿尔梅勒城,1.2,1.07,2023-04-16 18:15,2.76,2.63,3.32,3.25,2.36,2.51,85,7.81,19.25,8.78,47.4,7.61,0.97,0.94,0.86,0.92,0.92,0.92,0.83,2.5,0.97,0.81,2.59,0.97,0.72,2.5,0.82,0.65,2.5/3,0.81,0.92,2.5,1.09,0.9,2.5,1.1,客胜
1078431,K1联赛,大邱FC,1.53,1.6,光州FC,1.8,1,2023-04-16 18:00,2.29,2.79,3.18,3.07,2.93,2.5,23.81,51.76,16.05,8.38,43.07,33.86,0.84,0.94,0.99,0.92,0.92,0.92,1.07,2.28,0.79,0.92,2.31,0.88,0.76,2.5,0.53,0.78,2.5,0.61,1.35,2,1.09,1.15,2/2.5,1.05,客胜
1078430,K1联赛,大田市民,2.47,1.13,蔚山现代,1.6,0.93,2023-04-16 15:30,3.95,3.76,3.44,3.6,1.82,1.85,25.85,64.33,12.12,14.75,14.74,22.51,0.86,0.86,0.97,0.92,0.92,0.92,0.85,2.7,0.99,0.87,2.41,0.93,0.62,3,0.8,0.69,2.5,0.7,1.11,2.5,1.15,1.05,2/2.5,1.14,主胜
1059040,澳超,阿德莱德联,2.27,1.67,西部联,1.2,1.67,2023-04-16 15:00,1.67,1.67,4.01,4.23,4.24,4.22,5.4,6.53,24.79,21.81,23.82,22.7,0.93,0.89,0.93,0.93,0.93,0.93,0.83,3.19,1.05,0.9,3.11,0.95,0.4,3.5,0.75,0.5,3.5,0.59,1,2.5,1.75,1.2,2.5,1.45,客胜
1077525,日职乙,磐田喜悦,1.33,1.4,熊本深红,1.67,1.47,2023-04-16 15:00,2.04,1.85,3.28,3.43,3.39,3.92,85.58,15.62,19.18,12.62,83.22,28.54,1.05,0.87,0.76,0.92,0.92,0.92,0.94,2.5,0.88,0.96,2.48,0.83,0.82,2.5,0.8,0.8,2.5,0.73,1,2.5,0.96,1.05,2/2.5,1.05,平局
1059039,澳超,悉尼FC,1.2,1.53,珀斯光荣,1.53,1.53,2023-04-16 13:00,1.78,1.6,3.73,4,3.99,5.02,23.25,10.94,16.49,25.81,57.16,56.41,1.01,0.89,0.77,0.93,0.93,0.93,0.85,2.78,1,0.86,2.81,0.99,0.56,3,0.75,0.53,3.5,0.57,1.06,2.5,1.27,1.3,2.5,1.35,主胜
1077517,日职乙,千叶市原,1,1.6,东京绿茵,1.67,0.33,2023-04-16 13:00,2.56,2.49,3.09,3.1,2.66,2.76,59.33,26.89,10.72,10.61,45.3,28.48,1,0.91,0.83,0.92,0.92,0.92,1.02,2.31,0.81,0.93,2.33,0.88,0.88,2.5,0.6,0.78,2.5,0.61,1.2,2/2.5,0.95,1.17,2/2.5,1.05,主胜
1077518,日职乙,班迪特斯磐城,1.33,1.2,群马温泉,1.4,1.47,2023-04-16 13:00,2.26,2.11,3.14,3.14,3.07,3.4,138.2,22.53,17.87,9.15,114.42,35.16,1.02,0.9,0.8,0.92,0.92,0.92,1.09,2.31,0.76,1.02,2.31,0.8,0.9,2.5,0.53,0.8,2.5,0.57,1.3,2/2.5,0.85,1.25,2/2.5,1.01,主胜
1077519,日职乙,町田泽维亚,1.33,1,大分三神,1.6,1.2,2023-04-16 13:00,2.21,2.35,3.14,3.03,3.09,3.02,10.53,10.86,16.08,9.23,20.04,13.03,0.88,0.95,0.92,0.92,0.92,0.92,0.98,2.13,0.88,0.93,2.3,0.88,0.73,2.5,0.5,0.73,2.5,0.53,1.4,2,1.07,1.33,2,1.08,主胜
1077521,日职乙,山口,1.4,1.6,清水鼓动,1,1.4,2023-04-16 13:00,3.01,4.31,3.28,3.61,2.3,1.74,166.58,78.04,31.98,17.03,390.8,37.33,0.66,0.84,1.21,0.92,0.92,0.92,0.86,2.5,0.95,0.86,2.38,0.94,0.75,2.5,0.9,0.73,2.5,0.7,0.95,2.5,1.02,1.05,2/2.5,1.07,客胜
1077523,日职乙,仙台维加泰,0.87,1.2,冈山绿雉,1.33,1.4,2023-04-16 13:00,2.49,2.16,3.13,3.15,2.72,3.28,93.68,9.75,9.49,9.43,75.35,19.76,1.07,0.91,0.76,0.92,0.92,0.92,0.93,2.33,0.9,0.87,2.31,0.94,0.84,2.5,0.67,0.73,2.5,0.69,1.1,2/2.5,1.02,1.05,2/2.5,1.06,平局
1077515,日职乙,甲府风林,1.4,1.27,枥木SC,0.8,0.93,2023-04-16 12:00,1.82,1.87,3.26,3.08,4.19,4.42,2.85,7.17,14.13,8.68,28.88,21.57,0.89,0.97,0.88,0.92,0.92,0.92,1.06,2.06,0.82,0.97,2.23,0.85,0.5,2.5,0.44,0.81,2.5,0.45,1.55,1.5,1.4,1.55,2,1.05,主胜
1071884,墨西联,蓝十字,1.07,1,墨西哥美洲,2.13,1.33,2023-04-16 11:10,3.03,3.24,3.38,3.48,2.17,2.07,40.48,14.59,11.95,12.05,34.27,7.68,0.87,0.9,0.97,0.93,0.92,0.93,0.79,2.63,1.13,0.87,2.63,0.93,0.2,2.5/3,0.86,0.64,2.5/3,0.8,0.91,1.5,3,0.96,2.5,1.12,客胜
1059038,澳超,惠灵顿凤凰,1.33,1.67,布里斯班狮吼,1.07,1.53,2023-04-16 11:00,1.99,2.36,3.64,3.3,3.31,2.91,35.31,23.27,29.35,19.19,133.65,23.83,0.79,1.03,1.06,0.93,0.93,0.93,0.91,2.52,0.92,0.88,2.89,0.96,0.73,2.5/3,0.77,0.53,3.5,0.57,1.14,2.5,0.99,1.3,2.5,1.35,平局
1073369,美职联,圣何塞地震,1.13,1.67,堪萨斯城竞技,1.27,1.13,2023-04-16 10:30,1.99,1.99,3.45,3.41,3.54,3.59,56.24,10.71,15.58,10.03,109.95,23.81,0.93,0.94,0.92,0.93,0.93,0.93,0.87,2.5,0.95,0.89,2.61,0.93,0.76,2.5,0.85,0.75,2.5/3,0.85,0.95,2.5,1.02,1.05,2.5,1.05,主胜
1071885,墨西联,莱昂,1.73,0.53,瓜达拉哈拉,1.33,1.2,2023-04-16 09:05,1.96,2.14,3.4,3.35,3.54,3.22,15.57,24.69,14.43,11.35,46.59,40.17,0.86,0.95,0.99,0.93,0.93,0.93,0.82,2.45,1.07,0.88,2.5,0.92,0.25,2.5/3,0.83,0.77,2.5,0.84,1.09,1.5,2.6,0.99,2.5,1.02,客胜
1073370,美职联,芝加哥火焰,1.33,1.47,费城联合,1.53,1.07,2023-04-16 08:30,2.7,2.46,3.34,3.17,2.43,2.86,19.65,22.32,14.49,13.74,6.56,29.6,1.05,0.98,0.77,0.93,0.93,0.93,0.92,2.31,0.92,0.92,2.64,0.89,0.85,2.5,0.65,0.73,2.5/3,0.8,1.1,2/2.5,1.04,1.07,2.5,1.04,平局
1073371,美职联,圣路易斯城,2.14,1.14,辛辛那提FC,2,0.93,2023-04-16 08:30,2.24,2.33,3.43,3.41,2.92,2.86,31.55,10.1,12.71,11.43,21.79,13.53,0.9,0.94,0.95,0.94,0.93,0.93,0.92,2.66,0.9,0.88,2.69,0.94,0.73,2.5/3,0.82,0.67,2.5/3,0.79,1.06,2.5,1.06,1.01,2.5,1.1,主胜
1073376,美职联,纽约红牛,0.93,1,休斯顿迪纳摩,1.33,1.4,2023-04-16 07:30,1.69,1.71,3.64,3.49,4.8,5.02,23.78,17.95,17.57,17.46,117.42,54.69,0.94,0.95,0.89,0.94,0.93,0.93,1,2.31,0.84,0.89,2.52,0.92,0.8,2.5,0.6,0.75,2.5/3,0.8,1.2,2/2.5,0.92,1.05,2.5,1.05,平局
1073377,美职联,纽约城,1.33,1.13,纳什维尔,1.2,0.67,2023-04-16 07:30,1.94,2.13,3.41,3.21,3.7,3.44,8.93,13.56,16.01,12.41,20.83,16.35,0.89,0.97,0.95,0.93,0.93,0.93,1.04,2.31,0.81,0.91,2.39,0.91,0.9,2.5,0.57,0.76,2.5,0.62,1.25,2/2.5,0.9,1.15,2/2.5,1.05,主胜
1073378,美职联,多伦多FC,1.2,1.87,亚特兰大联,1.73,1.73,2023-04-16 07:30,2.59,2.33,3.29,3.44,2.58,2.86,15.66,24.75,12.67,14.43,15.09,28.45,0.97,0.93,0.88,0.94,0.93,0.93,0.79,2.69,1.05,0.9,2.64,0.91,0.59,2.5/3,0.85,0.7,2.5/3,0.75,0.87,2.5,1.2,1.05,2.5,1.05,平局
1073379,美职联,夏洛特FC,1.2,1.67,科罗拉多急流,0.87,1.53,2023-04-16 07:30,1.95,2.1,3.5,3.45,3.57,3.27,11.83,9.5,12.85,12.58,37.7,15.38,0.87,0.95,1.02,0.93,0.93,0.93,0.93,2.69,0.9,0.89,2.64,0.92,0.7,2.5/3,0.8,0.75,2.5/3,0.81,1.03,2.5,1.05,1.05,2.5,1.05,平局
1071886,墨西联,阿特拉斯,1.33,1.4,帕丘卡,1.6,1.27,2023-04-16 07:00,2.7,2.92,3.22,3.33,2.46,2.29,17.42,14.57,13.77,12.15,15.98,10.14,0.86,0.89,0.99,0.93,0.93,0.93,0.85,2.44,1.02,0.88,2.33,0.93,0.3,2.5,0.79,0.72,2.5,0.7,0.93,1.5,2.2,1.05,2/2.5,1.06,主胜
1050446,葡超,波尔图,1.53,0.53,圣克拉拉,0.47,2.07,2023-04-16 03:30,1.08,1.13,9.23,7.96,29.81,18.88,7.14,2.6,373.83,68.43,4934.97,188.03,0.91,1.08,1.39,0.94,0.94,0.94,0.94,3.17,0.93,0.85,3.14,1,0.44,3.5,0.67,0.44,3.5,0.68,1.15,2.5,1.55,1.1,2.5,1.63,主胜
1041488,法甲,巴黎圣日尔曼,2,1.33,朗斯,1.6,0.87,2023-04-16 03:00,1.66,1.75,4.07,4.02,4.63,4.33,8.32,6,14.67,9.93,29.64,16.78,0.9,0.97,1.03,0.95,0.95,0.95,0.89,2.88,0.98,0.81,2.72,1.02,0.53,3,0.82,0.57,3,0.85,1.04,2.5,1.35,0.93,2.5,1.35,主胜
1043668,西甲,加的斯,1.13,0.93,皇家马德里,2.67,0.93,2023-04-16 03:00,6.39,5.71,4.37,4.13,1.47,1.57,43.71,25.15,17.93,9.92,5.36,8.36,1.11,1.02,0.87,0.95,0.95,0.95,0.87,2.56,0.99,0.9,2.66,0.92,0.69,2.5/3,0.84,0.69,2.5/3,0.75,1.11,2.5,1.06,1.04,2.5,1.06,客胜
1044513,意甲,国际米兰,1,0.6,蒙扎,1.27,1.4,2023-04-16 02:45,1.37,1.4,4.8,4.69,8.11,8.01,4.69,4.14,21.49,12.53,31.69,37.46,0.93,0.97,0.96,0.95,0.95,0.95,0.89,2.58,0.97,0.87,2.69,0.96,0.73,2.5/3,0.8,0.63,2.5/3,0.81,1.09,2.5,1.08,1.01,2.5,1.25,客胜
1048643,英冠,布莱克本,1.2,1.07,赫尔城,1.07,1,2023-04-16 02:45,1.97,1.7,3.28,3.74,3.78,4.76,20.03,18.27,15.54,23.36,18.51,49.65,1.08,0.83,0.75,0.94,0.94,0.94,0.87,2.42,1.01,1.01,2.31,0.82,0.27,2.5,0.83,0.84,2.5,0.57,0.98,1.5,2.4,1.25,2/2.5,1.01,平局
1041809,德乙,凯泽斯劳滕,1.53,1.27,汉堡,2.6,1.33,2023-04-16 02:30,3.08,3.64,3.59,3.73,2.11,1.89,37.43,22.14,13.08,12.06,58.01,9.16,0.78,0.9,1.04,0.93,0.93,0.93,0.89,2.86,0.97,0.87,2.8,0.96,0.52,3,0.83,0.6,3,0.72,1.05,2.5,1.35,1.09,2.5,1.25,主胜
1050443,葡超,查维斯,1,1.27,本菲卡,2.4,0.53,2023-04-16 01:00,8.83,10.2,5.14,5.77,1.3,1.25,60.86,68.87,32.77,23.24,9.46,3.83,0.81,0.83,0.97,0.93,0.94,0.93,0.89,3.03,0.97,0.87,2.78,0.95,0.5,3.5,0.56,0.67,3.5,0.52,1.27,2.5,1.4,1.35,2.5,1.15,主胜
1052973,法乙,巴斯蒂亚,1.4,1.07,昂纳西,1.33,1.8,2023-04-16 01:00,1.74,1.61,3.36,3.66,4.7,5.55,5.53,7.52,9.96,12.78,19.58,45.22,1.01,0.86,0.79,0.93,0.93,0.93,0.93,2.31,0.9,0.98,2.25,0.83,0.84,2.5,0.67,0.7,2.5,0.53,1.1,2/2.5,1.02,1.3,2,1.04,主胜
1052977,法乙,尼姆,1.13,1.6,勒阿弗尔,1.07,0.53,2023-04-16 01:00,3.34,3.46,3,2.99,2.22,2.22,18.84,25.56,9.53,6.98,9.09,10.27,0.9,0.93,0.93,0.93,0.94,0.93,1.12,2.13,0.77,1.01,2.14,0.84,0.79,2.5,0.44,0.72,2.5,0.49,1.63,2,0.91,1.5,2,1.01,客胜
1052980,法乙,索肖,1.67,0.93,波城,0.6,1,2023-04-16 01:00,1.6,1.54,3.54,3.85,5.62,6.12,9.99,4.62,11.11,16.69,55.28,46.16,0.97,0.86,0.86,0.93,0.93,0.93,0.98,2.48,0.84,0.96,2.33,0.84,0.82,2.5,0.73,0.82,2.5,0.61,1.04,2/2.5,0.88,1.15,2/2.5,1,客胜
1040273,荷甲,瓦尔韦克,1.13,1.53,格罗宁根,0.8,2.07,2023-04-16 00:45,1.9,1.9,3.63,3.58,3.64,3.84,16.39,10.88,22.59,11.86,37.39,27.32,0.94,0.95,0.89,0.94,0.94,0.94,0.91,2.69,0.92,0.84,2.56,0.96,0.69,2.5/3,0.82,0.73,2.5/3,0.78,1.02,2.5,1.05,1.03,2.5,1.06,主胜
